612		0	777	2	1	2	1	1	1	1	1			612										1									
613		0	777	3	1	3	1	1	1	1	1			613										1									
950		0	777	99	38	99	38	1	1	1	1			950										1									
951		0	777	99	39	99	39	1	1	1	1			951										1									
952		0	777	99	40	99	40	1	1	1	1			952										1									
953		0	777	99	41	99	41	1	1	1	1			953										1									
954		0	777	99	42	99	42	1	1	1	1			954										1									
955		0	777	99	43	99	43	1	1	1	1			955										1									
956		0	777	99	44	99	44	1	1	1	1			956										1									
957		0	777	99	45	99	45	1	1	1	1			957										1									
958		0	777	99	46	99	46	1	1	1	1			958										1									
959		0	777	99	47	99	47	1	1	1	1			959										1									
960	0	0	777	99	48	99	48	1	1	10	10			960										1									
999		0	777	4	1	4	1	1	1	1	1			999										1									
1000		0	100	0	0	839	609	1	3	4	1			1000	1001	1002	1004							3	1	3	1						
1001		0	100	349	150	394	214	1	1	1	50			1000	1003									2	1								
1002		0	100	401	231	488	283	1	1	1	50			1000	1003									1	1								
1003		0	100	451	150	498	250	1	1	1	50			1000	1003									1	2								
1004		0	100	401	214	555	327	1	3	3	10			1001	1004	1006	1016							3	3	1	3						
1005		0	100	451	170	555	214	1	3	3	10			1001	1004	1006	1016							2	4	1	3						
1006		0	100	328	81	414	214	1	3	3	10			1001	1004	1016								5	1	4							
1007		0	100	456	122	504	170	1	3	3	10			1001	1004	1006	1016							2	4	1	3						
1008		0	100	414	34	456	173	1	3	4	10			1005	1014	1019								1	1	4							
1009		0	100	456	48	504	122	1	3	4	10			1005	1014	1019								1	1	3							
1010		0	100	456	132	467	158	1	3	4	50			1005	1014	1019								2	1	1							
1011		0	100	467	132	473	145	1	3	4	50			1005	1014	1019								2	1	1							
1012		0	100	456	112	477	132	1	3	4	50			1005	1014	1019								2	1	1							
1013		0	100	254	116	328	209	1	3	4	10			1005	1014	1019								1	1	1							
1014		0	100	89	91	254	276	1	3	4	10			1008	1007	1017	1002	1020						3	1	3	3	1					
1015		0	100	506	214	555	260	1	3	4	50			1002	1005	1013								1	1	1							
1016		0	100	582	175	584	190	1	3	4	50			1002	1005	1013								1	1	1							
1017		0	100	584	170	594	207	1	3	4	50			1002	1005	1013								1	1	1							
1018		0	100	577	207	594	223	1	3	4	50			1002	1005	1013								1	1	1							
1019		0	100	559	223	594	227	1	3	4	50			1002	1005	1013								1	1	1							
1020		0	100	504	111	604	170	1	3	4	10			1002	1005	1014								1	1	1							
1021		0	100	555	227	594	310	1	3	4	10			1012										1									
1022		0	100	555	170	594	227	1	3	4	10			1012	1011									9	1								
1023		0	100	594	184	669	218	1	3	4	10			1015										1									
1024		0	100	669	210	730	269	1	3	4	50			1015										1									
1025		0	100	594	218	647	310	1	3	4	10			1010	1012	1018								1	1	1							
1026		0	100	647	218	730	310	1	3	4	10			1010	1012	1018	1009							3	3	3	1						
1027		0	100	629	310	730	408	1	3	4	10			1014	1013									2	1								
1028		0	100	493	0	659	108	1	3	6	5			1021	1022	1023								1	2	2							
1029		0	100	600	73	738	215	1	3	6	5			1021	1022	1023								2	1	2							
1030		0	100	504	76	504	111	1	3	4	10			1005	1014	1019								1	1	3							
1031		0	100	389	341	406	364	1	3	8	100			1030	1026									2	1								
1032		0	100	449	327	482	348	1	3	8	80			1030	1026									2	1								
1033		0	100	482	317	511	348	1	3	8	80			1030	1026									2	1								
1034		0	100	365	348	389	401	1	3	8	80			1030	1026									2	1								
1035		0	100	350	379	365	382	1	3	8	80			1030	1026									2	1								
1036		0	100	345	382	365	401	1	3	8	80			1030	1026									2	1								
1037		0	100	341	396	345	401	1	3	8	80			1030	1026									2	1								
1038		0	100	389	348	459	404	1	3	6	80			1026	1025	1024								1	1	1							
1039		0	100	459	348	539	435	1	3	6	80			1026	1025	1024								1	1	1							
1040		0	100	320	422	389	452	1	3	6	80			1029	1028	1027								1	1	1							
1041		0	100	329	401	389	422	1	3	6	80			1029	1028	1027								1	1	1							
1042		0	100	389	404	459	435	1	3	6	80			1029	1028	1027								1	1	1							
1043		0	100	389	435	499	498	1	3	8	80			1029	1028	1027								1	1	1							
1044		0	100	351	483	425	580	1	3	8	80			1029	1028	1027								1	1	1							
1045		0	100	280	483	351	550	1	2	5	80			1029	1028	1027								1	1	1							
1046		0	100	311	452	389	483	1	2	5	80			1029	1028	1027								1	1	1							
1047		0	100	316	448	320	452	1	2	5	80			1029	1028	1027								1	1	1							
1048		0	100	416	350	447	386	1	1	4	100			1026	1025	1024								1	1	1							
1049		0	100	398	387	423	421	1	1	4	100			1029	1028	1027								1	1	1							
1050		0	100	342	421	406	442	1	1	4	100			1029	1028	1027								1	1	1							
1051		0	100	326	441	353	531	1	1	4	100			1029	1028	1027								1	1	1							
1052		0	100	504	73	543	111	1	3	4	10			1005	1014	1019								1	1	3							
1053		0	100	341	373	349	376	1	3	4	20			1031										1									
1054		0	100	345	376	349	381	1	3	4	20			1031										1									
1055		0	100	349	364	363	378	1	3	4	20			1031										1									
2000		0	777	95	95	95	95	1	3	10	100			2000										1									
2001		0	777	96	96	96	96	1	3	1	100			961										1									
2002		0	401	0	0	299	299	1	3	4	1	2002	5	2005	2001	2002	2003	2004						1	1	1	1	1					
2003		0	301	0	0	149	149	1	3	4	1	2003	5	2007	2009	2010	2008	2006						1	1	1	1	1					
2004		0	302	0	0	119	39	1	3	6	1			2011										1									
2005		0	101	0	0	199	199	1	3	2	1			2012										1									
2006		0	15572	0	0	149	149	3	3	10	10			2013										1									
2007		0	15573	0	0	149	149	3	3	10	10			2013										1									
2008		0	11032	1	1	399	399	1	3	2	1			2014										1									
2010		0	444	0	0	0	0	3	3	4	1	2011	100	2016										1									
2011		0	444	0	1	0	1	3	3	1	1			2017										1									
2012		0	444	0	2	0	2	3	3	1	1			2018										1									
3000		0	300	0	0	799	531	1	3	6	1			3012										1									
3001		0	300	182	238	218	282	1	3	7	10			3001	3003	3008	3009	3012						1	1	3	3	3					
3002		0	300	200	207	278	238	1	3	7	10			3001	3003	3008	3009	3012						1	1	3	3	3					
3003		0	300	218	238	278	273	1	3	7	10			3001	3003	3008	3009	3012						1	1	3	3	3					
3004		0	300	218	273	308	362	1	1	5	10			3001	3003	3010								1	1	1							
3005		0	300	218	319	237	341	1	1	5	50			3001	3003	3010	3000							5	5	5	1						
3006		0	300	261	362	308	411	1	3	6	10			3001	3003	3010								1	1	1							
3007		0	300	308	370	361	411	1	3	6	10			3001	3003	3010								1	1	1							
3008		0	300	268	393	293	411	1	3	6	50			3001	3003	3010	3002							5	5	5	1						
3009		0	300	308	285	357	349	1	3	7	10			3007	3008	3009	3012							2	1	1	1						
3010		0	300	308	349	349	370	1	3	7	10			3007	3008	3009	3012							2	1	1	1						
3011		0	300	334	306	351	317	1	3	7	50			3007	3008	3009	3012	3006						6	3	3	3	1					
3012		0	300	349	349	370	370	1	3	7	100			3007	3008	3009	3012							1	1	1	1						
3013		0	300	357	286	377	349	1	3	7	10			3007	3008	3009	3012							1	1	1	1						
3014		0	300	308	273	372	285	1	3	7	10			3005	3007	3011								2	1	1							
3015		0	300	278	207	372	273	1	3	7	10			3005	3007	3011								2	1	1							
3016		0	300	278	207	304	219	1	3	7	50			3005	3007	3011	3004							8	4	4	1						
3017		0	300	373	229	450	284	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3018		0	300	362	353	450	388	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3019		0	300	435	379	506	428	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3020		0	300	453	387	479	411	1	2	6	200			3014	3016	3017	3018	3015						5	5	5	3	1					
3021		0	300	484	428	633	465	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3022		0	300	616	396	686	433	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3023		0	300	661	370	706	396	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3024		0	300	674	307	706	370	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3025		0	300	657	275	684	307	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3026		0	300	642	229	728	275	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3027		0	300	700	202	760	229	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3028		0	300	700	147	760	202	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3029		0	300	589	147	642	205	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3030		0	300	589	205	599	215	1	2	6	100			3014	3016	3017	3018							2	2	2	1						
3031		0	300	457	185	593	229	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3032		0	300	457	201	485	221	1	2	6	200			3014	3016	3017	3018	3013						5	5	5	3	1					
3033		0	300	450	229	473	310	1	2	6	60			3014	3016	3017	3018							2	2	2	1						
3034		0	300	642	147	665	181	1	2	6	100			3014	3016	3017	3018							2	2	2	1						
3035		0	300	665	147	671	167	1	2	6	100			3014	3016	3017	3018							2	2	2	1						
3036		0	300	378	285	450	353	1	3	8	60			3019	3020	3021								1	1	1							
3037		0	300	473	229	589	275	1	3	8	60			3019	3020	3021								1	1	1							
3038		0	300	589	205	642	244	1	3	8	60			3019	3020	3021								1	1	1							
3039		0	300	642	181	700	229	1	2	6	60			3019	3020	3021								1	1	1							
3040		0	300	671	147	700	181	1	3	8	60			3019	3020	3021								1	1	1							
3041		0	300	450	310	506	379	1	3	8	50			3023	3025	3026								1	1	1							
3042		0	300	506	379	619	428	1	3	8	50			3023	3025	3026								1	1	1							
3043		0	300	537	397	562	413	1	3	8	200			3023	3025	3026	3022							5	5	5	1						
3044		0	300	619	275	657	370	1	3	8	50			3023	3025	3026								1	1	1							
3045		0	300	625	290	640	302	1	3	8	200			3023	3025	3026	3024							5	5	5	1						
3046		0	300	657	307	674	370	1	3	8	50			3023	3025	3026								1	1	1							
3047		0	300	473	275	619	310	1	3	8	50			3023	3025	3026								1	1	1							
3048		0	300	589	244	642	275	1	3	8	50			3023	3025	3026								1	1	1							
3049		0	300	619	370	661	396	1	3	8	50			3023	3025	3026								1	1	1							
3050		0	300	506	310	619	379	1	4	8	50			3031	3030	3028								1	1	1							
3051		0	300	580	326	600	332	1	4	8	200			3031	3030	3028	3027							5	5	5	1						
3052		0	300	529	343	549	351	1	4	8	200			3031	3030	3028	3029							5	5	5	1						
3053		0	300	51	150	199	288	1	3	7	5			3001	3003	3008	3009	3012						1	1	3	3	3					
3054		0	300	634	32	760	147	1	2	6	5			3014	3016	3017	3018							2	2	2	1						
3055		0	300	697	32	735	98	1	2	6	8			3014	3016	3017	3018							2	2	2	1						
3056		0	300	740	40	780	100	1	3	8	100			3035	3032	3034								1	1	1							
3057		0	300	765	48	766	49	1	3	8	200			3035	3032	3034	3033							5	5	5	1						
4000		0	400	172	429	275	498	1	2	4	10			4004	4003	4001								1	1	1							
4001		0	400	172	498	222	529	1	2	4	10			4004	4003	4001								1	1	1							
4002		0	400	209	401	275	429	1	2	4	10			4004	4003	4001								1	1	1							
4003		0	400	223	355	275	401	1	3	5	10			4004	4003	4001								1	1	1							
4004		0	400	275	355	330	434	1	3	5	10			4004	4003	4001								1	1	1							
4005		0	400	275	434	330	498	1	3	5	10			4004	4003	4001								1	1	1							
4006		0	400	276	482	286	497	1	3	6	100			4004	4003	4001	4000							5	5	5	1						
4007		0	400	222	498	330	605	1	3	6	10			4004	4003	4001								1	1	1							
4008		0	400	250	587	265	594	1	3	6	100			4004	4003	4001	4002							5	5	5	1						
4009		0	400	101	429	172	529	1	3	6	10			4009	4006	4008								1	1	1							
4010		0	400	130	519	155	528	1	3	6	100			4009	4006	4008	4005							10	10	10	1						
4011		0	400	128	401	209	429	1	3	6	10			4009	4006	4008								1	1	1							
4012		0	400	146	355	223	401	1	3	6	10			4009	4006	4008								1	1	1							
4013		0	400	66	355	146	401	1	3	6	10			4009	4006	4008								1	1	1							
4014		0	400	66	295	102	355	1	3	6	10			4009	4006	4008								1	1	1							
4015		0	400	67	327	82	351	1	3	6	100			4009	4006	4008	4007							5	5	5	1						
4016		0	400	102	295	156	355	1	3	7	10			4012	4011	4008								1	1	1							
4017		0	400	156	295	240	355	1	3	7	10			4012	4011	4008								1	1	1							
4018		0	400	116	307	128	326	1	3	7	100			4012	4011	4008	4010							10	10	10	1						
4019		0	400	331	260	442	521	1	4	7	150			4022	4021	4019								1	1	1							
4020		0	400	340	333	363	351	1	4	7	200			4022	4021	4019	4020							15	15	15	1						
4021		0	400	438	297	543	339	1	4	7	150			4022	4021	4019								1	1	1							
4022		0	400	446	324	468	337	1	4	7	200			4022	4021	4019	4018							15	15	15	1						
4023		0	400	460	200	616	295	1	3	6	150			4029	4028	4026								1	1	1							
4024		0	400	472	241	503	255	1	3	6	200			4029	4028	4026	4027							15	15	15	1						
4025		0	400	273	354	301	395	1	3	6	300			4017	4016	4014								1	1	1							
4026		0	400	276	356	296	374	1	3	6	350			4017	4016	4014	4013							15	15	15	1						
4027		0	400	282	395	318	407	1	3	6	300			4017	4016	4014								1	1	1							
4028		0	400	300	407	319	415	1	3	6	300			4017	4016	4014								1	1	1							
4029		0	400	309	415	325	437	1	3	6	300			4017	4016	4014								1	1	1							
4030		0	400	315	437	375	447	1	3	6	300			4017	4016	4014								1	1	1							
4031		0	400	324	447	375	463	1	3	6	300			4017	4016	4014								1	1	1							
4032		0	400	365	398	381	437	1	3	6	300			4017	4016	4014								1	1	1							
4033		0	400	369	359	398	398	1	3	6	300			4017	4016	4014								1	1	1							
4034		0	400	384	307	417	359	1	3	6	300			4017	4016	4014								1	1	1							
4035		0	400	388	296	433	307	1	3	6	300			4017	4016	4014								1	1	1							
4036		0	400	415	276	459	296	1	3	6	300			4017	4016	4014								1	1	1							
4037		0	400	459	280	617	296	1	2	6	300			4025	4024	4023								1	1	1							
4038		0	400	493	296	547	307	1	2	6	300			4025	4024	4023								1	1	1							
4039		0	400	556	201	594	280	1	2	6	300			4025	4024	4023								1	1	1							
4040		0	400	557	232	576	249	1	2	6	350			4025	4024	4023	4015							15	15	15	1						
4041		0	400	544	296	680	363	1	2	6	300			4025	4024	4023								1	1	1							
4042		0	400	517	227	538	238	1	3	6	200			4029	4028	4026	4030							15	15	15	1						
4043		0	402	154	92	261	200	1	3	5	1			4035	4034	4032								1	1	1							
4044		0	402	254	167	258	193	1	3	5	10			4035	4034	4032	4031							10	10	10	1						
4045		0	402	261	92	337	200	1	3	6	1			4035	4034	4032								1	1	1							
4046		0	402	87	92	154	200	1	3	6	1			4035	4034	4032								1	1	1							
4047		0	402	28	92	87	200	1	3	6	1			4036	4034	4032								1	1	1							
4048		0	402	48	155	59	165	1	3	6	10			4036	4034	4032	4033							10	10	10	1						
4049		0	402	317	143	346	171	1	3	6	1			4040	4037	4038	4039							1	1	1	1						
4050		0	402	326	138	346	143	1	3	6	1			4040	4037	4038	4039							1	1	1	1						
4051		0	402	334	135	349	138	1	3	6	1			4040	4037	4038	4039							1	1	1	1						
4052		0	402	339	128	351	135	1	3	6	1			4040	4037	4038	4039							1	1	1	1						
4053		0	402	332	111	387	128	1	3	6	1			4040	4037	4038	4039							1	1	1	1						
4054		0	402	310	20	407	111	1	3	6	1			4040	4037	4038	4039							1	1	1	1						
5000		0	11006	0	0	49	49	1	3	2	1			5000										1									
5001		0	11007	0	0	49	49	1	3	3	1			5000										1									
5002		0	11008	0	0	49	49	1	3	4	1			5000	5002									3	1								
5003		0	11009	0	0	49	49	1	3	4	1			5001	5002									3	1								
5004		0	11010	0	0	49	49	1	3	4	1			5001	5002									3	2								
5005		0	11015	0	0	59	59	1	1	1	1			5004										1									
5006		0	11003	0	0	49	49	1	3	8	1			5006										1									
5007		0	11004	0	0	79	99	1	3	8	1			5006										1									
5008		0	11005	0	0	49	49	1	3	8	1			5006										1									
5009		0	11000	0	0	59	79	1	3	7	1			5009	5007	5008								3	2	1							
5010		0	11001	0	0	79	99	1	3	8	1			5009	5007	5008								1	1	1							
5011		0	11002	0	0	59	79	1	3	7	1			5009	5007	5008								3	1	2							
5012		0	15003	0	0	59	59	1	3	8	1			5014	5010	5012	9034	9033						6	6	6	1	2					
5013		0	15003	3	41	15	49	1	3	8	10			5014	5010	5012	5011							4	8	4	1						
5014		0	15003	40	3	55	17	1	3	8	10			5014	5010	5012	5013							4	8	4	1						
5015		0	15004	0	0	29	49	1	3	8	1			5014	5010	5012								1	1	1							
5016		0	15005	0	0	29	49	1	3	8	1			5014	5010	5012								1	1	1							
5017		0	15004	0	34	14	49	1	1	6	1			5014										1									
5018		0	21002	0	0	79	79	1	2	2	1			5015	5016	5017								1	1	1							
5019		0	21003	0	0	79	79	1	2	3	1			5015	5016	5017								1	1	1							
5020		0	21000	0	0	79	79	1	3	4	1			5015	5016	5017	5018							1	1	1	1						
5021		0	11500	0	0	39	39	1	3	4	1			5019										1									
5022		0	11501	0	0	39	59	1	3	4	1			5019										1									
5023		0	11502	0	0	49	34	1	3	4	1			5019										1									
5024		0	1405	0	0	99	99	1	3	3	1			5020										1									
5025		0	1405	41	39	56	49	1	3	3	1			5020	5021									10	1								
5026		0	21006	0	0	79	79	1	2	6	1			5026	5025	5023								1	1	1							
5027		0	21006	19	2	28	14	1	3	6	10			5026	5025	5023	5022							5	5	5	1						
5028		0	21009	0	0	49	79	1	2	6	1			5026	5025	5023								1	1	1							
5029		0	21009	37	22	45	29	1	2	6	10			5026	5025	5023	5024							5	5	5	1						
5030		0	21011	0	0	49	49	1	3	6	1			5026	5025	5023								1	1	1							
5031		0	21011	0	0	33	17	1	1	1	10																						
5032		0	1412	0	0	99	99	1	3	3	1			5020										1									
5033		0	1413	0	0	99	99	1	3	3	1			5020										1									
5034		0	21022	0	0	79	49	1	2	10	1			5027	5028	5029								1	1	1							
5035		0	21024	0	0	49	49	1	3	8	1			5034	5031	5033								1	1	1							
5036		0	21025	0	0	49	49	1	3	8	1			5034	5031	5033								1	1	1							
5037		0	21025	38	2	45	10	1	3	8	10			5034	5031	5033	5030							10	10	10	1						
5038		0	21025	18	23	26	32	1	3	8	10			5034	5031	5033	5032							10	10	10	1						
5039		0	16516	0	0	79	79	1	3	5	1			5038	5035	5036	5037							1	1	1	1						
5040		0	16517	0	0	99	99	1	3	5	1			5038	5035	5036	5037							1	1	1	1						
5041		0	16518	0	0	99	99	1	3	5	1			5038	5035	5036	5037							1	1	1	1						
5042		0	16519	0	0	99	99	1	3	5	1			5038	5035	5036	5037							1	1	1	1						
5043		0	15596	1	1	89	119	1	3	5	1			5039										1									
5044		0	15592	1	1	49	29	1	3	5	1			5040										1									
5045		0	15593	1	1	99	29	1	3	5	1			5040										1									
5046		0	15594	1	1	29	49	1	3	5	1			5040										1									
5047		0	777	86	86	86	86	1	3	5	1			5041										1									
5048		0	777	86	86	85	85	1	3	5	1			5042										1									
5049		0	11034	0	0	79	79	1	2	5	1			5043										1									
5050		0	777	86	86	83	83	1	3	5	1			5044										1									
5051		0	11035	0	0	79	79	1	2	5	1			5043										1									
5052		0	11036	0	0	79	79	1	2	5	1			5043										1									
5053		0	11037	0	0	79	79	1	2	5	1			5043										1									
6000		0	15400	0	0	79	79	1	4	8	1			6004	6001	6003								1	1	1							
6001		0	15402	0	0	79	79	1	4	8	1			6004	6001	6003								1	1	1							
6002		0	15402	5	17	17	26	1	4	8	10			6004	6001	6003	6000							10	10	10	1						
6003		0	15402	65	37	73	51	1	4	8	10			6004	6001	6003	6002							10	10	10	1						
6004		0	20501	0	0	99	99	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6005		0	20502	0	0	98	98	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6006		0	20503	0	0	97	97	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6007		0	20504	0	0	96	96	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6008		0	20505	0	0	95	95	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6009		0	20506	0	0	94	94	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6010		0	20507	0	0	93	93	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6011		0	20508	0	0	92	92	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6012		0	20509	0	0	91	91	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6013		0	20510	0	0	90	90	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6014		0	20511	0	0	89	89	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6015		0	20512	0	0	88	88	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6016		0	20513	0	0	87	87	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6017		0	20514	0	0	99	99	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6018		0	20515	0	0	98	98	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6019		0	20516	0	0	97	97	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6020		0	20517	0	0	14	14	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6021		0	20518	0	0	95	95	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6022		0	20519	0	0	92	92	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6023		0	20520	0	0	89	89	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6024		0	20521	0	0	88	88	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6025		0	20522	0	0	19	19	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6026		0	20524	0	0	94	94	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6027		0	20525	0	0	90	90	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6028		0	20526	0	0	19	19	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6029		0	20530	0	0	92	92	1	2	8	1			6009	6008	6006	6014	6010	6011	6012	6013			2	2	2	2	1	1	1	1		
6030		0	20509	55	5	68	28	1	3	8	1			6009	6008	6006	6005	6014	6010	6011	6012	6013		5	5	5	1	2	2	2	2	2	
6031		0	20509	54	63	66	86	1	3	8	1			6009	6008	6006	6007	6014	6010	6011	6012	6013		5	5	5	1	2	2	2	2	2	
6032		0	20530	30	31	56	62	1	1	8	10																						
6033		0	20301	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6034		0	20302	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6035		0	20303	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6036		0	20304	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6037		0	20305	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6038		0	20306	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6039		0	20307	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6040		0	20308	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6041		0	20309	0	0	99	99	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6042		0	20310	0	0	74	74	1	2	8	1			6016	6018	6019	6024	6020	6021	6022	6023			2	2	2	2	1	1	1	1		
6043		0	20310	8	58	19	66	1	2	8	10			6016	6018	6019	6015	6024	6020	6021	6022	6023		5	5	5	1	2	2	2	2	2	
6044		0	20310	54	58	65	66	1	2	8	10			6016	6018	6019	6017	6024	6020	6021	6022	6023		5	5	5	1	2	2	2	2	2	
6045		0	20101	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
6046		0	20102	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
6047		0	20103	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
6048		0	20104	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
6049		0	20105	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
6050		0	20106	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
6051		0	20107	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
6052		0	20108	0	0	74	74	1	2	8	1	10026	1	6029	6028	6026	6034	6030	6031	6032	6033			2	2	2	2	1	1	1	1		
