王宫魔术师		73	1	10000	5000						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8	6	6	6	6	
魔导士		74	1	20000	10000						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10	8	8	8	8	
大魔导师		75	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
狂魔		76	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
法王		77	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习咒术师		81	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
咒术师		82	1	5000	1000						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
王宫咒术师		83	1	10000	5000						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
降头师		84	1	20000	10000						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
咒术大师		85	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
右月咒缚者		86	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
左月咒缚者		87	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习封印师		91	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
封印师		92	1	5000	1000						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
王宫封印师		93	1	10000	5000						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
封印术师范		94	1	20000	10000						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
封印大师		95	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
黑暗召唤师		96	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
恶魔召唤师		97	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习饲养师		101	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
饲养师		102	1	5000	1000						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
王宫饲养师		103	1	10000	5000						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
高级饲养师		104	1	20000	10000						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
饲养大师		105	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
顶尖饲养师		106	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
星之饲养师		107	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习驯兽师		111	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
驯兽师		112	1	5000	1000						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
王宫驯兽师		113	1	10000	5000						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
驯兽师范		114	1	20000	10000						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
驯兽大师		115	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
伟大驯兽师		116	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
黑暗驯兽师		117	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习盗贼		121	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
盗贼		122	1	5000	1000						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
小偷		123	1	10000	5000						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
诈欺师		124	1	20000	10000						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
偷窃高手		125	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
盗贼王		126	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
国际大盗		127	1	1	1						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
见习巫师		131	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
巫师		132	1	5000	1000						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
王宫巫师		133	1	10000	5000						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
巫术大师		134	1	20000	10000						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
巫王		135	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
阿斯提亚神官		136	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
哈贝鲁巫女		137	1	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习格斗士		141	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
格斗士		142	1	5000	1000						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
格斗专家		143	1	10000	5000						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
格斗家师范		144	1	20000	10000						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
格斗王		145	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
铁拳		146	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
干架王		147	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
初级忍者		151	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
中级忍者		152	1	5000	1000						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
上级忍者		153	1	10000	5000						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
影		154	1	20000	10000						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
忍术大师		155	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
暗杀者		156	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
女忍者		157	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
#见习舞者		161	1	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
#串场艺人		162	1	5000	1000						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
#舞者		163	1	10000	5000						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
#超级巨星		164	1	20000	10000						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
#超级舞者		165	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
#超级舞者		166	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
#超级舞者		167	1	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习造剑师		201	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造剑师		202	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深造剑师		203	2	10000	1400						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用造剑师		204	2	20000	2900						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造剑大师		205	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造剑圣手		206	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造剑仙人		207	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习造斧师		211	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造斧师		212	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深造斧师		213	2	10000	1400						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用造斧师		214	2	20000	2900						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造斧大师		215	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造斧圣手		216	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造斧大仙		217	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习造枪师		221	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造枪师		222	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深造枪师		223	2	10000	1400						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用造枪师		224	2	20000	2900						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造枪大师		225	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造枪圣手		226	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造枪大仙		227	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习造弓师		231	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造弓师		232	2	5000	400						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深造弓师		233	2	10000	1400						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用造弓师		234	2	20000	2900						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造弓大师		235	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造弓圣手		236	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造弓大仙		237	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习造杖师		241	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造杖师		242	2	5000	400						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
资深造杖师		243	2	10000	1400						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
御用造杖师		244	2	20000	2900						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
造杖师大师		245	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
造杖师圣手		246	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
造杖师大仙		247	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习造回力师		251	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造回力师		252	2	5000	400						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深造回力师		253	2	10000	1400						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用造回力师		254	2	20000	2900						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
回力大师		255	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
回力圣手		256	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
回力大仙		257	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习造小刀师		261	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造小刀师		262	2	5000	400						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深造小刀师		263	2	10000	1400						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用造小刀师		264	2	20000	2900						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
小刀大师		265	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
小刀圣手		266	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
小刀大仙		267	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习造头盔师		271	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造头盔师		272	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深造头盔师		273	2	10000	1400						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用造头盔师		274	2	20000	2900						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造头盔大师		275	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造头盔圣手		276	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造头盔大仙		277	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习造帽子师		281	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造帽子师		282	2	5000	400						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深造帽子师		283	2	10000	1400						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用造帽子师		284	2	20000	2900						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造帽子大师		285	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造帽子圣手		286	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造帽子大仙		287	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习造铠师		291	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造铠师		292	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深造铠师		293	2	10000	1400						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用造铠师		294	2	20000	2900						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造铠大师		295	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造铠圣手		296	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造铠大仙		297	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习造衣服师		301	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造衣服师		302	2	5000	400						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深造衣服师		303	2	10000	1400						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用造衣服师		304	2	20000	2900						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造衣服大师		305	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造衣服圣手		306	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造衣服大仙		307	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习造袍师		311	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造袍师		312	2	5000	400						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
资深造袍师		313	2	10000	1400						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
御用造袍师		314	2	20000	2900						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
造袍大师		315	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
造袍圣手		316	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
造袍大仙		317	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习造靴师		321	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造靴师		322	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深造靴师		323	2	10000	1400						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用造靴师		324	2	20000	2900						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造靴大师		325	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造靴圣手		326	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造靴大仙		327	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习造鞋子师		331	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造鞋子师		332	2	5000	400						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深造鞋子师		333	2	10000	1400						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用造鞋子师		334	2	20000	2900						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造鞋子大师		335	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造鞋子圣手		336	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
造鞋子大仙		337	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习造盾师		341	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
造盾师		342	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深造盾师		343	2	10000	1400						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用造盾师		344	2	20000	2900						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造盾大师		345	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造盾圣手		346	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
造盾大仙		347	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习厨师		351	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
厨师		352	2	5000	400						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
资深厨师		353	2	10000	1400						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
御用厨师		354	2	20000	2900						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
大厨师		355	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
食神		356	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
