未知作用合成宝石LV6	45	9395	200	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	59	18970	200	10	9614	9625	9613	9615	12822	5	20	1	1	20
手斧	60	805	201	60	9611	10000				4	20			
勇气之斧	61	809	201	60	9611	10000	9612			4	20	3		
宽手斧	62	812	201	60	9611	10000	9612	10001		7	20	4	20	
战斗手斧	63	811	201	60	9612	10000	10001	9613		10	20	20	5	
格斗手斧	64	820	201	60	9611	9612	9613	10002		9	5	5	20	
钢斧	65	826	201	60	9611	9612	10002	9614		10	9	20	4	
长战斧	66	830	201	60	9611	9612	9613	9614	10003	8	8	7	3	20
双刃斧	67	838	201	60	10000	9612	9613	9614	9615	20	10	7	5	4
钩爪斧	68	841	201	60	10001	9613	9614	9615	10004	20	10	10	5	20
阔刃斧	69	842	201	60	9612	9613	9614	10004	9616	10	10	10	20	2
弯月大战斧	70	854	201	60	10002	9614	9615	9616	10005	20	10	10	6	20
大型阔刃斧	71	852	201	60	9613	9614	9615	10005	9617	8	10	10	20	3
大型双刃斧	72	863	201	60	9612	10004	9616	10005	9617	20	20	12	20	6
超大皇帝斧	73	867	201	60	18451	9614	9616	9617	10006	1	20	10	10	20
新月斧	74	878	201	60	9615	9616	10005	10006	9618	13	10	20	20	10
米诺陶斯战斧	75	872	201	60	18450	9614	9617	9618	10007	1	10	10	10	20
薄刃钩爪斧	76	883	201	60	9616	10006	9617	10007	9619	10	20	10	20	10
弯月长柄斧	77	885	201	60	18451	9615	9618	9619	10008	2	10	10	10	20
金属重斧	78	890	201	60	9617	9618	10007	10008	9620	10	10	20	20	8
处刑斧	79	895	201	60	18449	18451	18450	9620	10009	2	2	2	14	20
大型双刃斧+	80	875	201	60	9617	9618	10007	9630	18509	20	12	20	20	20
水龙之斧	81	205	201	60	18852	18449	18450	9617		1	2	2	20	
帕鲁凯斯之斧	83	207	201	120	302	18449	18450	9640		1	4	4	20	
钻保雷格之斧	84	600202	201	60	9612	9700	9614	9616	10004	10	7	7	2	20
#智慧之斧	85	660065	201	60	9638	9619	9618	18449	10009	8	6	8	6	40
#荣耀之斧	86	660066	201	60	9638	9618	9617	10009	18450	3	10	9	40	6
未知作用合成宝石LV1	100	9390	201	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	101	9391	201	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	102	9392	201	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	103	9393	201	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	104	9394	201	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	105	9395	201	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	119	18970	201	10	9614	9625	9613	9615	12822	5	20	1	1	20
短矛	120	1608	202	60	9611	10000				4	20			
攻城枪	121	1606	202	60	9611	10000	9612			5	20	3		
刺枪	122	1619	202	60	9611	10000	9612	10001		7	20	4	20	
金属枪	123	1613	202	60	9611	10000	9612	10001		8	20	5	20	
长柄弯枪	124	1629	202	60	9611	9612	10001	9613	10002	10	6	20	3	20
长柄尖枪	125	1625	202	60	9612	10001	9613	10002	9614	8	20	6	20	5
穗枪	126	1635	202	60	9612	9613	10002	9614	10003	8	7	20	7	20
双叉戟	127	1634	202	60	9613	10002	9614	10003	9615	10	20	10	20	3
护卫枪	128	1643	202	60	10002	9613	10003	9615	10004	20	15	20	10	20
骑士枪	129	1649	202	60	10001	9613	10003	10004	9616	20	15	20	20	10
大砍枪	130	1657	202	60	9614	9615	10004	9616	10005	7	8	20	10	20
长尖枪	131	1658	202	60	10003	9615	9616	10005	9617	20	9	10	20	5
蝎枪	132	1663	202	60	10002	9613	9616	10006	9617	20	15	10	20	8
双刃枪	133	1669	202	60	18449	9616	10005	10006	9617	1	10	20	20	14
阔刃枪	134	1678	202	60	10003	10004	10005	10006	9618	20	20	20	20	20
东方长刺枪	135	1673	202	60	18450	9616	9617	9618	10007	1	9	9	10	20
钩爪枪	136	1684	202	60	10004	10005	10006	10007	9619	20	20	20	20	15
原始枪	137	1686	202	60	18449	9617	9618	9619	10008	2	10	10	10	20
三叉战戟	138	1698	202	60	10005	10006	10007	10008	9620	20	20	20	20	10
异型枪	139	1695	202	60	18450	9618	9619	9620	10009	3	10	10	10	20
蝎枪+	140	1672	202	60	9617	9618	10007	9630	18509	17	13	20	20	20
水龙之枪	141	210	202	60	18853	18449	18450	9617		1	2	2	20	
妖戟	143	212	202	120	303	18449	18450	9640		1	4	4	20	
偃月刀	144	600402	202	60	9612	9700	10100	10003	10004	10	5	20	20	20
#佩典特之枪	145	660067	202	60	9619	18449	10008	10009	10010	2	6	40	40	40
#峻严之戟	146	660068	202	60	18450	9618	10008	10009	10010	8	13	40	40	40
未知作用合成宝石LV1	160	9390	202	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	161	9391	202	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	162	9392	202	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	163	9393	202	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	164	9394	202	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	165	9395	202	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	179	18970	202	10	9614	9625	9613	9615	12822	5	20	1	1	20
轻型弓	180	2000	203	60	9611	10000	10400			3	20	1		
威力短弓	181	2002	203	60	9611	10400	10000	10401	10001	2	3	20	2	20
短战弓	182	2010	203	60	10400	10000	9612	10401	10001	5	20	2	4	20
猎弓	183	2017	203	60	10400	9612	10401	10001	10002	3	4	6	20	20
强弓	184	2022	203	60	10000	10001	9613	10402	10002	20	20	8	7	20
格斗弓	185	2023	203	60	10001	9613	10402	10002	10003	20	9	9	20	20
狙击弓	186	2035	203	60	10001	10402	10002	9614	10003	20	10	20	10	20
超强狙击弓	187	2038	203	60	10002	9614	10403	10003	10004	20	11	11	20	20
杀手长弓	188	2049	203	60	10402	10003	9614	10004	9615	5	20	9	20	11
冲击弓	189	2042	203	60	9613	10003	9615	10004	10005	5	20	19	20	20
巨弓	190	2055	203	60	10003	10004	9615	10005	9616	20	20	12	20	11
长格斗弓	191	2052	203	60	10004	9615	10005	9616	10006	20	13	20	12	20
破邪长弓	192	2063	203	60	9616	10405	9617	10006	18451	10	6	10	20	1
月光之弓	193	2062	203	60	10004	9616	10005	9617	10006	20	8	20	16	20
原始石弓	194	2071	203	60	18450	9616	9617	10006	10007	1	20	14	20	20
重弦弓	195	2078	203	60	10005	9617	10006	10007	9618	20	11	20	20	12
平行弓	196	2082	203	60	9617	10006	9618	10007	10008	15	20	15	20	20
灵魂之弓	197	2083	203	60	18449	9618	10007	9619	10008	2	15	20	10	20
摘星之弓	198	2095	203	60	9618	10007	9619	10008	10009	20	20	10	20	20
魔弹	199	2098	203	60	18450	9619	10008	9620	10009	4	6	20	10	20
月光之弓+	200	2070	203	60	9618	10006	10007	12415	18509	20	20	20	10	20
水龙之弓	201	215	203	60	18854	18449	18450	10006		1	2	2	20	
后羿之弓	203	217	203	120	304	18449	18450	10011		1	4	4	20	
米斯特汀之弓	204	600602	203	60	9700	9615	10100	10004	10005	19	15	20	20	20
#提法雷特之弓	205	660069	203	60	9638	9619	10008	10009	18450	4	3	40	40	6
#基梅尔之弓	206	660070	203	60	9618	9619	18452	10009	10010	13	9	6	40	40
未知作用合成宝石LV1	220	9390	203	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	221	9391	203	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	222	9392	203	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	223	9393	203	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	224	9394	203	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	225	9395	203	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	239	18970	203	10	9614	9625	9613	9615	12822	5	20	1	1	20
短杖	240	2404	204	60	9611	10000				4	20			
权杖	241	2402	204	60	9611	10000	9612			6	20	2		
大地之杖	242	2413	204	60	10000	9612	10001			20	10	20		
激流权杖	243	2418	204	60	10000	9612	10001	10002		20	12	20	20	
魔之手杖	244	2435	204	60	10000	9612	10001	9613	10002	20	14	20	2	20
魔之权杖	245	2434	204	60	10000	9612	9613	10002	10003	20	11	8	20	20
贤者手杖	246	2447	204	60	10000	10001	9613	9614	10003	20	20	10	10	20
贤者权杖	247	2446	204	60	10001	9613	9614	10003	10004	20	12	12	20	20
琥珀杖	248	2449	204	60	10001	10002	10003	10004	9615	20	20	20	20	16
琥珀权杖	249	2450	204	60	10002	10003	10004	9615	10005	20	20	20	17	20
元素之杖	250	2461	204	60	10002	10003	10004	10005	9616	20	20	20	20	16
神圣之杖	251	2462	204	60	10003	10004	10005	9616	10006	20	20	20	17	20
怒音之杖	252	2473	204	60	10003	10004	10005	10006	9617	20	20	20	20	18
隐者之杖	253	2478	204	60	10004	9616	10005	10006	9617	20	12	20	20	9
光明短杖	254	2488	204	60	9616	10005	10006	9617	10007	10	20	20	12	20
恶魔之杖	255	2486	204	60	10005	10006	9617	10007	9618	20	20	10	20	7
太阳短杖	256	2492	204	60	10008	9618	10007			20	15	20		
天使之杖	257	2495	204	60	10008	9618	10007			20	15	20		
圣者之杖	258	2493	204	60	9620	10008				10	20			
星屑短杖	259	2497	204	60	10009	9619	10008			20	15	20		
落雷权杖+	260	2484	204	60	9618	10006	10007	12415	18509	15	20	20	10	20
水龙之杖	261	220	204	60	18855	18449	18450	10006		1	2	2	20	
阿夏芙之杖	263	222	204	120	305	18449	18450	9640		1	4	4	20	
魔晶之杖	264	600802	204	60	9700	10100	10003	10004	10005	7	20	20	20	20
#柯特尔手杖	265	660071	204	60	9638	9619	18450	10008	10009	3	3	6	40	40
#马尔库特之星	266	660072	204	60	10010	9619	18450	10008	10009	40	3	6	40	40
未知作用合成宝石LV1	280	9390	204	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	281	9391	204	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	282	9392	204	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	283	9393	204	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	284	9394	204	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	285	9395	204	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	299	18970	204	10	9614	9625	9613	9615	12822	5	20	1	1	20
木制回力镖	300	2806	205	60	9611	10000				4	20			
青铜回力镖	301	2801	205	60	9611	10000	10001			7	20	20		
追迹者	302	2812	205	60	9611	10000	9612	10001		7	20	4	20	
彩光回力镖	303	2815	205	60	9611	10000	9612	10001	10002	9	20	6	20	20
暗杀回力镖	304	2820	205	60	10400	10401	10001	9613	10002	8	6	20	5	20
杀敌回力镖	305	2823	205	60	10400	10001	9613	10002	10003	10	20	12	20	20
狮子回力镖	306	2834	205	60	10001	10402	10002	10403	10003	20	10	20	11	20
锐角回力镖	307	2832	205	60	10402	10002	9614	10003	10004	15	20	11	20	20
翼鹿回力镖	308	2848	205	60	10002	10402	10003	10004	10404	20	15	20	20	10
阿修塔罗回力镖	309	2843	205	60	10002	10003	10004	9615	10005	20	20	20	20	20
蛇狮回力镖	310	2859	205	60	10002	10003	10004	10005	9616	20	20	20	20	17
鸫回力镖	311	2850	205	60	10003	10004	10005	9616	10006	20	20	20	17	20
雄翼回力镖	312	2862	205	60	10004	9615	10005	10006	9617	20	10	20	20	10
闪光回力镖	313	2863	205	60	18449	10005	9616	10006	9617	1	20	8	20	10
凶暴回力镖	314	2871	205	60	10005	9616	10006	9617	10007	20	10	20	12	20
赤狮回力镖	315	2874	205	60	18450	10003	10404	10006	9618	1	20	10	20	10
天使之翼	316	2887	205	60	10006	9617	10007	9618	10008	20	10	20	10	20
普利辛回力镖	317	2889	205	60	18449	18450	10007	10008	9619	1	1	20	20	10
治愈回力镖	318	2898	205	60	10009	10007	10008	9619		20	20	20	15	
天秤回力镖	319	2899	205	60	18451	18452	10008	10009	9620	2	4	20	20	10
雄翼回力镖+	320	2870	205	60	9618	10006	10007	12415	18509	15	20	20	10	20
冰龙	321	225	205	60	18856	18449	18450	10006		1	2	2	20	
十字回力镖	323	227	205	120	306	18449	18450	10011		1	4	4	20	
北斗之镰刀	324	601002	205	60	9700	10100	10003	10004	10005	6	20	20	20	20
#耶索德回力镖	325	660073	205	60	9619	10008	10009	10010	18454	7	40	40	40	6
#修萨梅克回力镖	326	660074	205	60	9638	9619	10008	10009	18450	2	4	40	40	6
未知作用合成宝石LV1	340	9390	205	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	341	9391	205	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	342	9392	205	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	343	9393	205	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	344	9394	205	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	345	9395	205	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	359	18970	205	10	9614	9625	9613	9615	12822	5	20	1	1	20
小刀	360	3201	206	60	9611	10000				4	20			
锐刃小刀	361	3204	206	60	9611	9612	10001			4	4	20		
圆盘小刀	362	3212	206	60	9611	9612	10401	10001		6	3	3	20	
细刃掷刀	363	3213	206	60	9612	10401	10001	9613	10002	7	4	20	3	20
滑翔小刀	364	3222	206	60	9612	10001	9613	10402	10002	8	20	5	4	20
细直刃小刀	365	3229	206	60	9613	10402	10002	9614	10003	7	7	20	5	20
耳柄小刀	366	3230	206	60	9613	10002	9614	10403	10003	8	20	7	7	20
骑士小刀	367	3235	206	60	9614	10403	10003	9615	10004	8	8	20	7	20
球锷小刀	368	3245	206	60	9614	10003	10004	9615	10404	7	20	20	8	8
双刃小刀	369	3241	206	60	9614	10003	9615	9616	10005	8	20	7	7	20
阔刃小刀	370	3251	206	60	9614	9615	10004	9616	10005	8	7	20	8	20
触角小刀	371	3253	206	60	10004	10005	9617			20	20	15		
汉拉提小刀	372	3260	206	60	18443	10404	10005	10006	9617	1	10	20	20	10
凶杀小刀	373	3269	206	60	10003	10005	9616	10006	9617	20	20	10	20	10
切肉小刀	374	3276	206	60	18450	10005	10006	9617	10007	1	20	20	20	20
古传小刀	375	3279	206	60	10002	10003	10005	10006	9618	20	20	20	20	14
华丽小刀	376	3288	206	60	10005	10006	10007	9618	10008	20	20	20	20	20
手里剑	377	3281	206	60	18449	18451	10006	10007	9619	1	1	20	20	15
勾爪掷刀	378	3294	206	60	10006	10007	10008	9619	10009	20	20	20	15	20
幻之匕首	379	3299	206	60	18449	18451	18443	10009	9620	1	1	1	20	10
疾速短刀+	380	3270	206	60	9618	10006	10007	12415	18509	12	20	20	10	20
水龙小刀	381	230	206	60	18857	18449	18450	9617		1	2	2	10	
暗刺	383	232	206	120	307	18449	18450	9640		1	4	4	10	
忍者飞镖	384	601202	206	60	9700	9614	9616	10003	10005	6	5	5	20	20
#克瑟多尔匕首	385	660075	206	60	9618	9619	10010	10009	18450	2	5	40	40	6
#努恩赤瓦匕首	386	660076	206	60	9638	9619	10008	10009	18450	3	4	40	40	6
未知作用合成宝石LV1	400	9390	206	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	401	9391	206	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	402	9392	206	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	403	9393	206	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	404	9394	206	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	405	9395	206	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	419	18970	206	10	9614	9625	9613	9615	12822	5	20	1	1	20
硬皮头盔	420	3601	207	45	10400	18211				2	20			
铜制头盔	421	3602	207	45	9611	10400				3	3			
铁板布盔	422	3611	207	45	9611	10400	9612			4	3	2		
铜铁皮盔	423	3612	207	45	9611	10400	9612	10401		5	2	3	2	
金属护额	424	3622	207	45	9611	9612	10401	9613		4	5	2	3	
铁制头盔	425	3620	207	45	9611	9612	9613	10402		3	10	3	1	
霸葛头盔	426	3632	207	45	9611	9612	9613	9614		4	4	5	5	
角饰头盔	427	3635	207	45	9611	9612	9613	9614	10403	5	5	5	5	2
开放式头盔	428	3642	207	45	10403	9614	9615			5	5	8		
葛理克头盔	429	3640	207	45	10403	9614	9615	10404		5	5	5	5	
巴比克头盔	430	3654	207	45	9615	10404	9616			5	5	8		
利刃头盔	431	3651	207	45	10404	9615	10405	9616		5	5	5	5	
骑士头盔	432	3662	207	45	18449	9615	9616	10405	9617	1	8	4	4	5
钢制头盔	433	3664	207	45	10404	10004	9616	9617	10006	9	20	5	5	20
博流盖尔头盔	434	3670	207	45	18451	10405	9617	10006	9618	5	5	5	20	5
铆钉头盔	435	3671	207	45	9612	10406	9618	10007		10	5	5	20	
羽毛头盔	436	3683	207	45	10406	10006	9618	10007	9619	3	20	3	20	5
龙盔	437	3682	207	45	18449	18451	10406	9619	10008	1	1	4	8	20
白金头盔	438	3693	207	45	10406	9618	9619	10008	9620	3	3	5	20	3
圣龙头盔	439	3692	207	45	18450	18449	9619	9620	10009	4	4	5	5	20
钢制头盔+	440	3675	207	45	9617	9618	10007	9630	18509	7	5	20	20	20
水龙之盔	441	235	207	60	18858	18449	18450	9617		1	2	2	10	
勇者之盔	443	237	207	120	308	18449	18450	9640		1	4	4	15	
格奥尔古之盔	444	601400	207	45	10100	9615	9614	9700		20	4	4	3	
#正义之盔	445	660077	207	45	9700	10010	9618	9619	18451	10	40	7	5	6
#埃因之盔	446	660078	207	45	9700	10009	9619	9618	18455	9	40	6	6	6
未知作用合成宝石LV1	460	9390	207	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	461	9391	207	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	462	9392	207	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	463	9393	207	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	464	9394	207	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	465	9395	207	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	479	18970	207	10	9614	9625	9613	9615	12822	5	20	1	1	20
麻布帽	480	4004	208	45	10400	18211				2	20			
硬帽	481	4001	208	45	10400	10000	18211			4	20	20		
轻帽	482	4011	208	45	10400	10000	10401	12801		5	20	2	20	
皮帽	483	4013	208	45	10400	18211	10401	10001	12801	6	20	3	20	20
硬皮帽	484	4022	208	45	9611	18211	10401	10402		4	20	5	4	
可爱的帽子	485	4020	208	45	10400	10401	10402	12803		6	6	5	20	
时髦帽子	486	4032	208	45	10400	12801	10402	12802	10403	6	20	6	20	6
鸭舌帽	487	4031	208	45	18211	10401	10402	12803		20	11	11	20	
蓝徽章之帽	488	4040	208	45	10403	12803	10404			7	20	10		
高级帽子	489	4042	208	45	10403	10405	12804			8	10	20		
装饰著花的帽子	490	4054	208	45	12801	12802	12803	10403	12804	20	20	20	19	20
青铜帽子	491	4051	208	45	9611	10403	12805			15	14	20		
淑女帽	492	4064	208	45	18311	10404	10405	12806		5	10	10	20	
可爱的扁帽子	493	4062	208	45	18312	12804	12806	10406		5	20	20	13	
军帽	494	4070	208	45	10403	10404	10406	12807		5	5	10	20	
时髦避暑帽	495	4074	208	45	18453	12805	12807	10407		1	20	20	10	
羽毛帽	496	4082	208	45	18211	12806	10406	10407	12808	20	20	6	8	20
魔术师之帽	497	4084	208	45	18450	10402	12807	10407	12808	2	20	20	10	20
黄昏之帽	498	4091	208	45	10403	10407	10408	12809		5	5	7	20	
妖精之帽	499	4092	208	45	18454	18453	10405	12809	10409	5	2	5	20	5
可爱的扁帽子+	500	4075	208	45	18312	12806	12807	12810	18509	10	20	20	20	20
水龙之帽	501	240	208	60	18859	18449	18450	12806		1	2	2	20	
头目的帽子	502	241	208	60	18859	18449	18450	12811		2	3	3	20	
阿夏芙之帽	503	242	208	120	309	18449	18450	12812		1	4	4	20	
奥殊之帽	504	601600	208	45	10405	10402	12804	10100	18310	4	10	20	20	2
#贝斯之帽	505	660079	208	45	10406	12809	12811	18454	18456	11	40	40	6	6
#神官之帽	506	660080	208	45	10409	12808	12811	18452	18453	16	40	40	6	6
未知作用合成宝石LV1	520	9390	208	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	521	9391	208	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	522	9392	208	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	523	9393	208	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	524	9394	208	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	525	9395	208	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	539	18970	208	10	9614	9625	9613	9615	12822	5	20	1	1	20
软皮甲	540	4400	209	60	9611	10000	18211			3	20	20		
护心甲	541	4405	209	60	9611	10000	9612			4	20	3		
青铜铠甲	542	4410	209	60	9611	10000	9612	10001		7	20	2	20	
轻型铠甲	543	4411	209	60	9611	18211	9612	9613		4	20	5	3	
轻型锁链甲	544	4420	209	60	9611	9612	10002			6	10	20		
环甲	545	4421	209	60	9611	9612	10001	9613	9614	5	4	20	5	4
钢铁铠甲	546	4430	209	60	9612	9613	10002	9614		13	4	20	2	
金属皮甲	547	4434	209	60	9612	9613	10002	9614	10004	6	9	20	8	20
金属铠甲	548	4442	209	60	9612	9613	9614	10003	9615	5	10	7	20	5
索状铠甲	549	4444	209	60	9612	9613	9614	9615	10004	5	5	8	10	20
重铁板甲	550	4459	209	60	9613	9614	9615	10004	9616	5	5	5	20	10
铁板半身甲	551	4458	209	60	9613	9614	9615	9616	10005	6	6	6	10	20
实战铠甲	552	4464	209	60	9612	9615	9616	10005	9617	20	5	5	20	8
黄金铠甲	553	4461	209	60	18454	9614	9615	9616	9617	1	10	10	10	10
重金属铠甲	554	4470	209	60	9612	9617	9618			20	10	10		
野兽之铠	555	4471	209	60	18455	9613	10005	9617		1	15	20	20	
帝王之铠	556	4484	209	60	9619	9617	9618	10007		10	10	10	20	
亡灵铠甲	557	4481	209	60	18450	9612	9617	9618	9619	5	20	10	10	12
漆黑之铠	558	4490	209	60	9616	9617	9618	9619	9620	5	5	10	10	5
超黄金铠甲	559	4491	209	60	18450	18449	9615	9619	9620	5	5	20	10	10
轻短铠甲+	560	4475	209	60	9617	9618	10006	9630	18509	13	15	10	20	20
水龙铠甲	561	245	209	60	18860	18449	18450	9617		1	2	2	20	
勇者之铠	563	247	209	120	310	18449	18450	9640		1	4	4	20	
剑齿铠甲	564	601800	209	60	9612	9700	9615	9616	10100	3	6	5	4	20
#红线威铠	565	660081	209	60	9700	9620	9619	9638	18455	13	2	10	10	7
#达雷斯之铠	566	660082	209	60	9700	9620	9618	9638	18456	5	8	10	4	7
未知作用合成宝石LV1	580	9390	209	0	9350	9360	9370	9380		1	1	1	1	
未知作用合成宝石LV2	581	9391	209	0	9351	9361	9371	9381		1	1	1	1	
未知作用合成宝石LV3	582	9392	209	0	9352	9362	9372	9382		1	1	1	1	
未知作用合成宝石LV4	583	9393	209	0	9353	9363	9373	9383		1	1	1	1	
未知作用合成宝石LV5	584	9394	209	0	9354	9364	9374	9384		1	1	1	1	
未知作用合成宝石LV6	585	9395	209	0	9355	9365	9375	9385		1	1	1	1	
皇后手镯	599	18970	209	10	9614	9625	9613	9615	12822	5	20	1	1	20
旅人之服	600	4803	210	60	10400	18211	10000			4	20	10		
保护衣	601	4806	210	60	9611	10400	18211	10401		3	3	20	2	
羽毛装	602	4812	210	60	10400	18211	10401			11	20	2		
皮装	603	4813	210	60	9611	10400	18211	10401	10402	2	5	20	5	4
硬皮服	604	4823	210	60	10400	18211	10401	9613	10402	5	20	5	3	6
锁链装	605	4821	210	60	18211	9612	9613	10403		20	15	5	2	
布甲	606	4834	210	60	18211	9613	10402	10403		20	5	7	10	
衬甲	607	4833	210	60	18211	10402	10403	9615		20	10	10	4	
环服	608	4845	210	60	18211	9612	10403	9615	10404	20	10	6	5	5
士兵护衣	609	4844	210	60	18211	9613	10403	10404	9616	20	5	10	5	5
长索锥衣	610	4855	210	60	18211	9612	9613	10403	9616	20	10	7	10	5
索锥上衣	611	4853	210	60	18211	9612	10403	9615	9616	20	15	10	5	5
骨衣	612	4860	210	60	18456	10403	10406			1	20	10		
超级衣服	613	4867	210	60	10403	9616	10405	10406		5	5	5	10	
疾风之衣	614	4871	210	60	18310	18311	18312	18313	10407	50	50	50	50	20
步兵战衣	615	4873	210	60	9612	10403	10405	9618	10407	10	10	10	5	5
勇者之衣	616	4882	210	60	10401	10404	9619	10407	10408	10	10	1	5	10
女神之衣	617	4883	210	60	18451	18450	10405	10407	10408	1	1	10	10	15
不死鸟之服	618	4892	210	60	9620	10403	10405	10407	10409	1	10	10	10	10
灵魂之服	619	4893	210	60	18456	18443	18450	10405	10409	1	1	4	20	15
兽骨之衣+	620	4877	210	60	9617	10405	10410	12810	18509	13	15	10	20	20
水龙之衣	621	250	210	60	18861	18449	18450	12806		1	2	2	20	
神秘之衣	623	252	210	120	311	18449	18450	12812		1	4	4	20	
苏典之服	624	602001	210	60	10100	9700	9614	9615	10405	20	4	3	7	4
