造小刀	206		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	260	200
造头盔	207		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	270	200
制帽子	208		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	280	200
造铠	209		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	290	200
制衣服	210		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	300	200
造袍	211		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	310	200
制长靴	212		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	320	200
制鞋子	213		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	330	200
造盾	214		2	0	5	100	100	255	2	1	0	1000	2	4	-2	0	340	200
料理	215		2	0	5	100	100	255	2	1	0	1000	-2	3	3	0	350	200
制药	216		2	0	5	100	100	255	2	1	0	1000	-2	2	4	0	360	200
修理武器	217		2	10	5	100	100	255	2	1	1	1000	3	3	-2	0	370	200
修理防具	218		2	10	5	100	100	255	2	1	1	1000	3	3	-2	0	380	200
鉴定	219		2	10	5	100	100	255	2	1	1	1000	-2	1	5	0	390	200
刻印	220		2	1	5	100	100	255	2	1	1	1000			1	1		
变装	221	130221	2	6	1	100	100		5	1	2	1000	0	0	0	0	410	200
变身	222	130222	2	6	1	100	100		5	1	2	1000	0	0	0	0	420	200
急救	223		2	6	1	100	100		2	1	2	1000	3	-2	3	0	430	200
治疗	224		2	6	1	100	100		2	1	2	1000	1	-2	5	0	440	200
伐木	225		2	6	1	100	100		2	1	3	1000	5	1	-2	0	450	200
狩猎	226		2	6	1	100	100		2	1	3	1000	5	1	-2	0	460	200
挖矿	227		2	6	1	100	100		2	1	3	1000	5	1	-2	0	470	200
挖矿体验	250		2	1	1	0	100		0	1	3	1000				1		
伐木体验	251		2	1	1	0	100		0	1	3	1000				1		
制作体验	252		2	1	1	0	100		0	1	0	1000				1		
狩猎体验	253		2	1	1	0	100		0	1	3	1000				1		
钓鱼	254		2	6	1	0	100		2	1	3	1000				0		
装饰	255	130228	2	0	5	100	100		1	1	0	1000	0	0	0	1		
宠物散步	256	3007010	0	6	1	100	100		2	1		1000				0		
#突风魔法	257	54	1		1	100	100		2	1		1000				0		
#酸性	258	54	1		1	100	100		2	1		1000				0		
阻碍防卫	259	54	1		1	100	100		2	1		1000				0		
声音模拟	260	3007207	1		2	100	100		2	1		1000				0		
折断ATK	261	3007386	1		1	100	100		2	1		1000				0		
等级控制	262		1		1	100	100		2	1		1000				0		
折断MND	263	3007386	1		1	100	100		2	1		1000				0		
戒骄戒躁	1001	3007166	1	6	1	100	100	135	2	1		1000				0	20	200
一击必中	1002	3007166	1	6	1	100	100	112	2	1		1000				0		105
毒性攻击	1003	3007190	1	6	1	6000	100	120	2	1		1000				0		105
一石二鸟	1004	3007191	1	6	1	100	100	135	2	1		1000				0	30	200
骑士之誉	1005	3007192	1	6	2	100	100	135	2	1		1000				0	30	200
迅速果断	1006	3007193	1	6	1	100	100	143	2	1		1000				0	10	200
羊头狗肉	1007	3007194	1	6	1	100	100	255	2	1		1000				0	160	200
虚死为上	1008	3007195	0	6	4	50000	100	135	2	1		1000				0		105
骑乘	1009	3007196	4	6	5	50000	100	0	2	1		1000				0		100
因果报应	1010	3007201	1	6	1	100	100	64	2	1		1000				0		105
精神风暴	1011	3007382	3	6	1	100	100	255	2	1		1000				0		105
