¶ñÃÎÊó	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	22	22	1	1	1	1	22	-1	-1	0	1	14813	18026	18311								1	20	2								16912	14420	14813	18311		1	200	200	200		0	0	0	0	0
»ðÑæÊó	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	23	23	1	1	1	1	23	-1	-1	0	1	14814	18047	18312								1	20	2								16913	14420	14814	18312		1	200	200	200		0	0	0	0	0
±¦Ê¯Êó	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	24	24	1	1	1	1	24	-1	-1	0	1	14815	18068	18313								1	20	2								16914	14420	14815	18313		1	200	200	200		0	0	0	0	0
Ë®À¶Êó	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	25	25	1	1	1	1	25	-1	-1	0	1	18311	18005	18026	18310							1	1	1	1							18311	14420	18310			1	1	1	0	0	0	0	0	0	0
ÊóÍõ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	26	26	1	1	1	1	26	-1	-1	0	1	18313	18047	18068	18312							1	1	1	1							18313	14420				1	1	0	0	0	0	0	0	0	0
µØÓü¿´ÃÅÈ®	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	31	31	1	1	1	10	31	-1	-1	0	1	14818	18026	18047	18311	18312						1	12	8	1	1						16917	14420	14818	18311	18312	1	200	200	120	80	0	0	0	0	0
¾ÞÀÇ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	32	32	1	1	1	10	32	-1	-1	0	1	14819	18005	18026	18310	18311						1	12	8	1	1						16918	14420	14819	18310	18311	1	200	200	120	80	0	0	0	0	0
µØÓüÁÔÈ®	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	33	33	1	1	1	10	33	-1	-1	0	1	14820	18047	18068	18312	18313						1	12	8	1	1						16919	14420	14820	18312	18313	1	200	200	120	80	0	0	0	0	0
µØÓüÑýÈ®	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	34	34	1	1	1	10	34	-1	-1	0	1	14821	18005	18068	18310	18313						1	8	12	1	1						16920	14420	14821	18310	18313	1	200	200	80	120	0	0	0	0	0
½©Ê¬	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	101	101	1	1	1	10	101	-1	-1	0	1	14822	18068	18005	18313	18310						1	8	12	1	1						16921	14470	14822	18313	18310	1	200	200	80	120	0	0	0	0	0
É¥Ê¬	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	102	102	1	1	1	10	102	-1	-1	0	1	14823	18026	18047	18311	18312						1	12	8	1	1						16922	14470	14823	18311	18312	1	200	200	120	80	0	0	0	0	0
Ê³Ê¬¹í	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	103	103	1	1	1	10	103	-1	-1	0	1	14824	18047	18068	18312	18313						1	12	8	1	1						16923	14470	14824	18312	18313	1	200	200	120	80	0	0	0	0	0
¸¯Ê¬	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	104	104	1	1	1	10	104	-1	-1	0	1	14825	18005	18026	18310	18311						1	12	8	1	1						16924	14470	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
Ä¾ÄËÒÁ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	105	105	1	1	1	10	105	-1	-1	0	1	14826	18047	18068	18312	18313						1	10	10	1	1						16925	14470	14826	18312	18313	1	200	200	100	100	0	0	0	0	0
÷¼÷ÃÕ½Ê¿	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	111	111	1	1	1	10	111	-1	-1	0	1	14827	18068	18005	18313	18310						1	6	14	1	1						16926	14470	14827	18313	18310	1	200	200	60	140	0	0	0	0	0
Ñª÷¼÷Ã	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	112	112	1	1	1	10	112	-1	-1	0	1	14828	18047	18068	18312	18313						1	14	6	1	1						16927	14470	14828	18312	18313	1	200	200	140	60	0	0	0	0	0
µØÓü÷¼÷Ã	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	113	113	1	1	1	10	113	-1	-1	0	1	14829	18026	18047	18311	18312						1	14	6	1	1						16928	14470	14829	18311	18312	1	200	200	140	60	0	0	0	0	0
Îä×°÷¼÷Ã	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	114	114	1	1	1	10	114	-1	-1	0	1	14830	18005	18026	18310	18311						1	14	6	1	1						16929	14470	14830	18310	18311	1	200	200	140	60	0	0	0	0	0
÷¼÷Ãº£µÁ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	115	115	1	1	1	10	115	-1	-1	0	1	14831	18005	18026	18310	18311						1	10	10	1	1						16930	14470	14831	18310	18311	1	200	200	100	100	0	0	0	0	0
ÓÄÁé	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	121	121	1	1	1	10	121	-1	-1	0	1	14832	18026	18005	18311	18310						1	4	16	1	1						16931	14470	14832	18311	18310	1	200	200	40	160	0	0	0	0	0
¹íÁé	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	122	122	1	1	1	10	122	-1	-1	0	1	14833	18047	18068	18312	18313						1	16	4	1	1						16932	14470	14833	18312	18313	1	200	200	160	40	0	0	0	0	0
ÍöÁé	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	123	123	1	1	1	10	123	-1	-1	0	1	14834	18068	18047	18313	18312						1	4	16	1	1						16933	14470	14834	18313	18312	1	200	200	40	160	0	0	0	0	0
ËÀÁé	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	124	124	1	1	1	10	124	-1	-1	0	1	14835	18005	18026	18310	18311						1	16	4	1	1						16934	14470	14835	18310	18311	1	200	200	160	40	0	0	0	0	0
Ð¡Ê¯Ïñ¹Ö	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	201	201	1	1	1	10	201	-1	-1	0	1	14836	18005	18026	18310	18311						1	10	10	1	1						16935	14460	14836	18310	18311	1	200	200	100	100	0	0	0	0	0
Ê¹Ä§	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	202	202	1	1	1	10	202	-1	-1	0	1	14837	18047	18068	18312	18313						1	14	6	1	1						16936	14460	14837	18312	18313	1	200	200	140	60	0	0	0	0	0
Ë®À¶ÄñÄ§	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	203	203	1	1	1	10	203	-1	-1	0	1	14838	18026	18005	18311	18310						1	6	14	1	1						16937	14460	14838	18311	18310	1	200	200	60	140	0	0	0	0	0
Ð¡¶ñÄ§	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	204	204	1	1	1	10	204	-1	-1	0	1	14839	18005	18068	18310	18313						1	14	6	1	1						16938	14460	14839	18310	18313	1	200	200	140	60	0	0	0	0	0
ÃÔÄãÊ¯Ïó¹Ö	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	205	205	1	1	1	10	205	-1	-1	0	1	14840	18068	18047	18313	18312						1	6	14	1	1						16939	14460	14840	18313	18312	1	200	200	60	140	0	0	0	0	0
Çð±ÈÌØ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	206	206	1	1	1	10	206	-1	-1	0	1	14841	18047	18068	18312	18313						1	10	10	1	1						16940	14460	14841	18312	18313	1	200	200	100	100	0	0	0	0	0
Ê¯Ïó¹Ö	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	211	211	1	1	1	10	211	-1	-1	0	1	14842	18005	18068	18310	18313						1	18	2	1	1						16941	14460	14842	18310	18313	1	200	200	180	20	0	0	0	0	0
ÑªÄ§	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	212	212	1	1	1	10	212	-1	-1	0	1	14843	18047	18026	18312	18311						1	2	18	1	1						16942	14460	14843	18312	18311	1	200	200	20	180	0	0	0	0	0
¶éÌìÊ¹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	213	213	1	1	1	10	213	-1	-1	0	1	14844	18026	18005	18311	18310						1	2	18	1	1						16943	14460	14844	18311	18310	1	200	200	20	180	0	0	0	0	0
¶ñÄ§	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	214	214	1	1	1	10	214	-1	-1	0	1	14845	18068	18047	18313	18312						1	2	18	1	1						16944	14460	14845	18313	18312	1	200	200	20	180	0	0	0	0	0
Ð¡òùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	241	241	1	1	1	10	241	-1	-1	0	1	14846	18005	18026	18310	18311						1	12	8	1	1						16945	14460	14846	18310	18311	1	200	200	120	80	0	0	0	0	0
É¨°Ñòùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	242	242	1	1	1	10	242	-1	-1	0	1	14847	18026	18047	18311	18312						1	12	8	1	1						16946	14460	14847	18311	18312	1	200	200	120	80	0	0	0	0	0
ÃÔÄãòùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	243	243	1	1	1	10	243	-1	-1	0	1	14848	18047	18068	18312	18313						1	12	8	1	1						16947	14460	14848	18312	18313	1	200	200	120	80	0	0	0	0	0
Ë®¹ûòùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	244	244	1	1	1	10	244	-1	-1	0	1	14849	18068	18005	18313	18310						1	8	12	1	1						16948	14460	14849	18313	18310	1	200	200	80	120	0	0	0	0	0
¶ñÄ§òùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	245	245	1	1	1	10	245	-1	-1	0	1	14850	18026	18047	18311	18312						1	16	4	1	1						16949	14460	14850	18311	18312	1	200	200	160	40	0	0	0	0	0
ÌìÊ¹òùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	246	246	1	1	1	10	246	-1	-1	0	1	14851	18068	18005	18313	18310						1	4	16	1	1						16950	14460	14851	18313	18310	1	200	200	40	160	0	0	0	0	0
´óòùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	251	251	1	1	1	10	251	-1	-1	0	1	14852	18005	18026	18310	18311						1	14	6	1	1						16951	14460	14852	18310	18311	1	200	200	140	60	0	0	0	0	0
¾Þòùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	252	252	1	1	1	10	252	-1	-1	0	1	14853	18068	18047	18313	18312						1	6	14	1	1						16952	14460	14853	18313	18312	1	200	200	60	140	0	0	0	0	0
º£òùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	253	253	1	1	1	10	253	-1	-1	0	1	14854	18026	18005	18311	18310						1	6	14	1	1						16953	14460	14854	18311	18310	1	200	200	60	140	0	0	0	0	0
ÅÖòùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	254	254	1	1	1	10	254	-1	-1	0	1	14855	18047	18068	18312	18313						1	14	6	1	1						16954	14460	14855	18312	18313	1	200	200	140	60	0	0	0	0	0
ÍÃ¶úòùòð	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	255	255	1	1	1	10	255	-1	-1	0	1	14856	18026	18047	18311	18312						1	10	10	1	1						16955	14460	14856	18311	18312	1	200	200	100	100	0	0	0	0	0
À¶Ð«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	301	301	1	1	1	10	301	-1	-1	0	1	14857	18026	18047	18311	18312						1	18	2	1	1						16956	14430	14857	18311	18312	1	200	200	180	20	0	0	0	0	0
ºìÐ«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	302	302	1	1	1	10	302	-1	-1	0	1	14858	18047	18068	18312	18313						1	18	2	1	1						16957	14430	14858	18312	18313	1	200	200	180	20	0	0	0	0	0
»ÆÐ«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	303	303	1	1	1	10	303	-1	-1	0	1	14859	18068	18005	18313	18310						1	2	18	1	1						16958	14430	14859	18313	18310	1	200	200	20	180	0	0	0	0	0
É±ÊÖÐ«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	304	304	1	1	1	10	304	-1	-1	0	1	14860	18005	18026	18310	18311						1	18	2	1	1						16959	14430	14860	18310	18311	1	200	200	180	20	0	0	0	0	0
É±ÈË·ä	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	311	311	1	1	1	10	311	-1	-1	0	1	14861	18068	18005	18313	18310						1	10	10	1	1						16960	14430	14861	18313	18310	1	200	200	100	100	0	0	0	0	0
ÒìÐÍ·ä	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	312	312	1	1	1	10	312	-1	-1	0	1	14862	18047	18068	18312	18313						1	10	10	1	1						16961	14430	14862	18312	18313	1	200	200	100	100	0	0	0	0	0
»¢Í··ä	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	313	313	1	1	1	10	313	-1	-1	0	1	14863	18005	18068	18310	18313						1	14	6	1	1						16962	14430	14863	18310	18313	1	200	200	140	60	0	0	0	0	0
»Æ·ä	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	314	314	1	1	1	10	314	-1	-1	0	1	14864	18047	18068	18312	18313						1	14	6	1	1						16963	14430	14864	18312	18313	1	200	200	140	60	0	0	0	0	0
ËÀÍö·ä	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	315	315	1	1	1	10	315	-1	-1	0	1	14865	18026	18047	18311	18312						1	14	6	1	1						16964	14430	14865	18311	18312	1	200	200	140	60	0	0	0	0	0
ó«òë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	321	321	1	1	1	10	321	-1	-1	0	1	14866	18005	18068	18310	18313						1	12	8	1	1						16965	14430	14866	18310	18313	1	200	200	120	80	0	0	0	0	0
É±ÈËó«òë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	322	322	1	1	1	10	322	-1	-1	0	1	14867	18047	18026	18312	18311						1	8	12	1	1						16966	14430	14867	18312	18311	1	200	200	80	120	0	0	0	0	0
³àÄ¿ó«òë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	323	323	1	1	1	10	323	-1	-1	0	1	14868	18068	18047	18313	18312						1	8	12	1	1						16967	14430	14868	18313	18312	1	200	200	80	120	0	0	0	0	0
ËÀ»Òó«òë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	324	324	1	1	1	10	324	-1	-1	0	1	14869	18026	18047	18311	18312						1	10	10	1	1						16969	14430	14869	18311	18312	1	200	200	100	100	0	0	0	0	0
ÖÂÃüó«òë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	325	325	1	1	1	10	325	-1	-1	0	1	14870	18026	18005	18311	18310						1	8	12	1	1						16968	14430	14870	18311	18310	1	200	200	80	120	0	0	0	0	0
ÍÁÖ©Öë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	331	331	1	1	1	10	331	-1	-1	0	1	14871	18005	18310								1	20	2								16970	14430	14871	18310		1	200	200	200		0	0	0	0	0
Ë®Ö©Öë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	332	332	1	1	1	10	332	-1	-1	0	1	14872	18026	18311								1	20	2								16971	14430	14872	18311		1	200	200	200		0	0	0	0	0
»ðÖ©Öë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	333	333	1	1	1	10	333	-1	-1	0	1	14873	18047	18312								1	20	2								16972	14430	14873	18312		1	200	200	200		0	0	0	0	0
·çÖ©Öë	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	334	334	1	1	1	10	334	-1	-1	0	1	14874	18068	18313								1	20	2								16973	14430	14874	18313		1	200	200	200		0	0	0	0	0
Ê÷¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	401	401	1	1	1	10	401	-1	-1	0	1	14875	18047	18026	18312	18311						1	8	12	1	1						16974	14480	14875	18312	18311	1	200	200	80	120	0	0	0	0	0
ËÀÍöÊ÷¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	402	402	1	1	1	10	402	-1	-1	0	1	14876	18005	18026	18310	18311						1	1	1	1							16975	14480	14876	18310	18311	1	200	200	120	80	0	0	0	0	0
»Æ½ðÊ÷¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	403	403	1	1	1	10	403	-1	-1	0	1	18310	18068	18005	18313							1	8	12	1	1						16976	14480	18310	18313		1	1	1	1	0	0	0	0	0	0
²Ò°×Ê÷¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	404	404	1	1	1	10	404	-1	-1	0	1	14878	18068	18047	18313	18312						1	6	14	1	1						16977	14480	14878	18313	18312	1	200	200	60	140	0	0	0	0	0
±ùÀäÊ÷¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	405	405	1	1	1	10	405	-1	-1	0	1	14879	18026	18047	18311	18312						1	14	6	1	1						16978	14480	14879	18311	18312	1	200	200	140	60	0	0	0	0	0
ÕÓÔóÊ÷¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	406	406	1	1	1	10	406	-1	-1	0	1	14880	18005	18026	18310	18311						1	14	6	1	1						16979	14480	14880	18310	18311	1	200	200	140	60	0	0	0	0	0
Ñý²Ý	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	411	411	1	1	1	10	411	-1	-1	0	1	14881	18005	18026	18310	18311						1	16	4	1	1						16980	14480	14881	18310	18311	1	200	200	160	40	0	0	0	0	0
ÂüÙ¢ÂÞ²Ý	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	412	412	1	1	1	10	412	-1	-1	0	1	14882	18068	18005	18313	18310						1	10	10	1	1						16981	14480	14882	18313	18310	1	200	200	100	100	0	0	0	0	0
Ñý»¨	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	413	413	1	1	1	10	413	-1	-1	0	1	14883	18047	18068	18312	18313						1	10	10	1	1						16982	14480	14883	18312	18313	1	200	200	100	100	0	0	0	0	0
ÈËÄ§²Ý	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	414	414	1	1	1	10	414	-1	-1	0	1	14884	18026	18047	18311	18312						1	16	4	1	1						16983	14480	14884	18311	18312	1	200	200	160	40	0	0	0	0	0
ÂÌÉ«¿Ú³ô¹í	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	421	421	1	1	1	10	421	-1	-1	0	1	14885	18005	18068	18310	18313						1	18	2	1	1						16984	14480	14885	18310	18313	1	200	200	180	20	0	0	0	0	0
»ÆÉ«¿Ú³ô¹í	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	422	422	1	1	1	10	422	-1	-1	0	1	14886	18068	18005	18313	18310						1	2	18	1	1						16985	14480	14886	18313	18310	1	200	200	20	180	0	0	0	0	0
À¶É«¿Ú³ô¹í	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	423	423	1	1	1	10	423	-1	-1	0	1	14887	18026	18047	18311	18312						1	18	2	1	1						16986	14480	14887	18311	18312	1	200	200	180	20	0	0	0	0	0
ºìÉ«¿Ú³ô¹í	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	424	424	1	1	1	10	424	-1	-1	0	1	14888	18047	18026	18312	18311						1	2	18	1	1						16987	14480	14888	18312	18311	1	200	200	20	180	0	0	0	0	0
Ð×±©ÏÉÈËÕÆ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	431	431	1	1	1	10	431	-1	-1	0	1	14889	18068	18005	18313	18310						1	10	10	1	1						16988	14480	14889	18313	18310	1	200	200	100	100	0	0	0	0	0
ÎäÊõÏÉÈËÕÆ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	432	432	1	1	1	10	432	-1	-1	0	1	14890	18005	18026	18310	18311						1	10	10	1	1						16989	14480	14890	18310	18311	1	200	200	100	100	0	0	0	0	0
ÍÃ¶úÏÉÈËÕÆ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	433	433	1	1	1	10	433	-1	-1	0	1	14891	18047	18068	18312	18313						1	10	10	1	1						16990	14480	14891	18312	18313	1	200	200	100	100	0	0	0	0	0
Ó¡µØ°²ÏÉÈËÕÆ	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	434	434	1	1	1	10	434	-1	-1	0	1	14892	18026	18047	18311	18312						1	10	10	1	1						16991	14480	14892	18311	18312	1	200	200	100	100	0	0	0	0	0
»ðÑæÎèÕß	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	435	435	1	1	1	10	435	-1	-1	0	1	18311	18047	18026	18312							1	1	1	1							16992	14480	18311	18312		1	1	1	1	0	0	0	0	0	0
Ê·À´Ä¸	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	501	501	1	1	1	10	501	-1	-1	0	1	14894	18005	18068	18310	18313						1	18	2	1	1						16993	14440	14894	18310	18313	1	200	200	180	20	0	0	0	0	0
ÒºÌ¬Ê·À´Ä¸	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	502	502	1	1	1	10	502	-1	-1	0	1	14895	18026	18005	18311	18310						1	2	18	1	1						16994	14440	14895	18311	18310	1	200	200	20	180	0	0	0	0	0
¹û¶³Ê·À´Ä¸	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	503	503	1	1	1	10	503	-1	-1	0	1	14896	18047	18026	18312	18311						1	2	18	1	1						16995	14440	14896	18312	18311	1	200	200	20	180	0	0	0	0	0
²¼¶¡Ê·À´Ä¸	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	504	504	1	1	1	10	504	-1	-1	0	1	14897	18068	18047	18313	18312						1	2	18	1	1						16996	14440	14897	18313	18312	1	200	200	20	180	0	0	0	0	0
»ð¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	511	511	1	1	1	1	511	0	-1	0	1	14898	18047	18312								1	20	2								16997	14440	14898	18312		1	200	200	200		0	0	0	0	0
·ç¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	512	512	1	1	1	1	512	0	-1	0	1	14899	18068	18313								1	20	2								16998	14440	14899	18313		1	200	200	200		0	0	0	0	0
Ë®¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	513	513	1	1	1	1	513	0	-1	0	1	14900	18026	18311								1	20	2								16999	14440	14900	18311		1	200	200	200		0	0	0	0	0
µØ¾«	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	514	514	1	1	1	1	514	0	-1	0	1	14901	18005	18310								1	20	2								17000	14440	14901	18310		1	200	200	200		0	0	0	0	0
ÍçÆ¤Õ¨µ¯	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	521	521	1	1	1	10	521	-1	-1	0	1	14902	18005	18026	18310	18311						1	16	4	1	1						17001	14440	14902	18310	18311	1	200	200	160	40	0	0	0	0	0
±¦±´Õ¨µ¯	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	522	522	1	1	1	10	522	-1	-1	0	1	14903	18026	18047	18311	18312						1	16	4	1	1						17002	14440	14903	18311	18312	1	200	200	160	40	0	0	0	0	0
´óÕ¨µ¯	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	523	523	1	1	1	10	523	-1	-1	0	1	14904	18047	18068	18312	18313						1	16	4	1	1						17003	14440	14904	18312	18313	1	200	200	160	40	0	0	0	0	0
Æ¯¸¡Õ¨µ¯	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	524	524	1	1	1	10	524	-1	-1	0	1	14905	18068	18005	18313	18310						1	4	16	1	1						17004	14440	14905	18313	18310	1	200	200	40	160	0	0	0	0	0
Íè×ÓÕ¨µ¯	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	525	525	1	1	1	1	525	-1	-1	0	1	14906	18068	18005	18313	18310						1	10	10	1	1						17005	14440	14906	18313	18310	1	200	200	100	100	0	0	0	0	0
»ÃÓ°	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	531	531	1	1	1	1	10006	-1	-1	0	0	14907	18047	18312								1	20	2								17006	14440	14907	18312		1	200	200	200		0	0	0	0	0
ÐýÂÉÓ°×Ó	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	532	532	1	1	1	1	10007	-1	-1	0	0	14908	18026	18311								1	20	2								17007	14440	14908	18311		1	200	200	200		0	0	0	0	0
